Covidence,Study ID,Title,Reviewer Name,included,exp1_is_preregistered,exp1_has_pwr_analysis,exp1_hypothesis_quote,exp1_results_quote,exp1_support,exp1_sample_size,exp1_pwr_an_effect_type,exp1_pwr_an_effect_est_raw,exp1_pwr_an_effect_est_d,exp1_effect_justification,exp1_power_estimate,exp2_is_preregistered,exp2_has_pwr_analysis,exp2_hypothesis_quote,exp2_results_quote,exp2_support,exp2_sample_size,exp2_pwr_an_effect_type,exp2_pwr_an_effect_est_raw,exp2_pwr_an_effect_est_d,exp2_effect_justification,exp2_pwr_estimate,exp3_is_preregistered,exp3_has_pwr_analysis,exp3_hypothesis_quote,exp3_results_quote,exp3_support,exp3_sample_size,exp3_pwr_an_effect_type,exp3_pwr_an_effect_est_raw,exp3_pwr_an_effect_est_d,exp3_effect_justification,exp3_pwr_estimate,exp4_is_preregistered,exp4_has_pwr_analysis,exp4_hypothesis_quote,exp4_results_quote,exp4_support,exp4_sample_size,exp4_pwr_an_effect_type,exp4_pwr_an_effect_est_raw,exp4_pwr_an_effect_est_d,exp4_effect_justification,exp4_pwr_estimate
1804,Hooyman 2020,Paired Associative Stimulation Rewired: A Novel Paradigm to Modulate Resting-State Intracortical Connectivity,Chitrini Tandon,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Hooyman 2020,Paired Associative Stimulation Rewired: A Novel Paradigm to Modulate Resting-State Intracortical Connectivity,Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1803,Ng 2020,Assessing the Internal Reliability and Construct Validity of the General Movement Competence Assessment for Children,Aaron Schwarz,Yes,No,No,"The main objectives of this study were to examine aspects of reliability and
validity of the GMCA in children aged 9–10 years. ","Although further validation
work needs to be done, initial results from this first validation study suggest that the
GMCA has potential in assessing general movement competence in children
within a virtual active video game environment. Based upon this particular study
sample, internal consistency reliability checks were satisfactory for all five GMCA
games with four measured movement constructs identified from exploratory
factorial analysis.",Yes,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Ng 2020,Assessing the Internal Reliability and Construct Validity of the General Movement Competence Assessment for Children,Gianna Jeyarajan,Yes,No,No,An exploratory approach was under-taken to examine the internal consistency reliability (McDonald’s omega coefficient)and factorial structure of the GMCA for the study sample. ,"For the sample data, reliability for the GMCA games wereacceptable (ω=0.53–0.89) and indicated that combinations of movement attributeswere measured by GMCA games. Factorial analysis extracted four movementconstructs accounting for 71.31% of variance. Dexterity was tentatively identifiedas a new independent construct alongside currently accepted movement constructs(i.e., locomotion, object-control, stability).",Yes,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Ng 2020,Assessing the Internal Reliability and Construct Validity of the General Movement Competence Assessment for Children,Consensus,Yes,No,No,"The main objectives of this study were to examine aspects of reliability and
validity of the GMCA in children aged 9–10 years. ","For the sample data, reliability for the GMCA games wereacceptable (ω=0.53–0.89) and indicated that combinations of movement attributeswere measured by GMCA games. Factorial analysis extracted four movementconstructs accounting for 71.31% of variance. Dexterity was tentatively identifiedas a new independent construct alongside currently accepted movement constructs(i.e., locomotion, object-control, stability).",Yes,83, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1802,Lucca 2020,Automated Measures of Force and Motion Can Improve Our Understanding of Infants' Motor Persistence,Aaron Schwarz,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Lucca 2020,Automated Measures of Force and Motion Can Improve Our Understanding of Infants' Motor Persistence,Hugh Brooks,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Lucca 2020,Automated Measures of Force and Motion Can Improve Our Understanding of Infants' Motor Persistence,Consensus,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Immekus 2020,"Predictor Selection Using Lasso to Examine the Association of Motor Proficiency, Postural Control, Visual Efficiency, and Behavior With the Academic Skills of Elementary School-Aged Children",Hugh Brooks,Yes,No,No,"The purposes of this investigation were to examine the association ofchildren’s motor proficiency, postural control, and visual efficiency, withteacher and parent observations of classroom behavior and academic skills,and, second, identify key predictors of academic skills among elementaryschool-aged students.","Forteacher and parent ratings of academic skills, ADHD symptom of inattention wasthe strongest model predictor, whereas directional control (postural control) wasalso a predictor for parent ratings.",Yes,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Immekus 2020,"Predictor Selection Using Lasso to Examine the Association of Motor Proficiency, Postural Control, Visual Efficiency, and Behavior With the Academic Skills of Elementary School-Aged Children",Julie Hubley,Yes,No,No,"The purposes of this investigation were to examine the association of children’s motor proficiency, postural control, and visual efficiency, with
teacher and parent observations of classroom behavior and academic skills, and, second, identify key predictors of academic skills among elementary school-aged students.","For teacher and parent ratings of academic skills, ADHD symptom of inattention was the strongest model predictor, whereas directional control (postural control) was also a predictor for parent ratings",Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Immekus 2020,"Predictor Selection Using Lasso to Examine the Association of Motor Proficiency, Postural Control, Visual Efficiency, and Behavior With the Academic Skills of Elementary School-Aged Children",Consensus,Yes,No,No,"The purposes of this investigation were to examine the association ofchildren’s motor proficiency, postural control, and visual efficiency, withteacher and parent observations of classroom behavior and academic skills,and, second, identify key predictors of academic skills among elementaryschool-aged students.","Forteacher and parent ratings of academic skills, ADHD symptom of inattention wasthe strongest model predictor, whereas directional control (postural control) wasalso a predictor for parent ratings.",Yes,50, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1800,Field 2020,Comparability of the Test of Gross Motor Development–Second Edition and the Test of Gross Motor Development–Third Edition,Hugh Brooks,Yes,No,No,how do the scores change over time for the TGMD-2and TGMD-3?,"Repeated measuresanalyses of variance revealed that locomotor subtest scores derived from both testsimproved from grade 3 to grade 5, as did TGMD-3 assessed ball skills. However,there was no difference in TGMD-2 assessed object control skills over time.",Yes,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Field 2020,Comparability of the Test of Gross Motor Development–Second Edition and the Test of Gross Motor Development–Third Edition,Gianna Jeyarajan,Yes,No,No,"Therefore, the aim of this study was to examine the comparability of the TGMD-2and TGMD-3 among children in grades 3, 4, and 5.","Although similar,uniformly the TGMD-3 POMP scores were slightly lower. Repeated measuresanalyses of variance revealed that locomotor subtest scores derived from both testsimproved from grade 3 to grade 5, as did TGMD-3 assessed ball skills. However,there was no difference in TGMD-2 assessed object control skills over time. Itappears that under-contribution by the underhand roll suppressed the trajectory ofimprovement of TGMD-2 assessed object control skills. ",Yes,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Field 2020,Comparability of the Test of Gross Motor Development–Second Edition and the Test of Gross Motor Development–Third Edition,Consensus,Yes,No,No,"Therefore, the aim of this study was to examine the comparability of the TGMD-2and TGMD-3 among children in grades 3, 4, and 5.","Although similar, uniformly the TGMD-3 POMP scores were slightly lower. Repeated measures analyses of variance revealed that locomotor subtest scores derived from both tests improved from grade 3 to grade 5, as did TGMD-3 assessed ball skills. However, there was no difference in TGMD-2 assessed object control skills over time. It appears that under-contribution by the underhand roll suppressed the trajectory of improvement of TGMD-2 assessed object control skills. ",Yes,270, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1799,Mitchell 2020,A Case for Using Hierarchical Linear Modeling in Exercise Science Research,Abigail Morgan,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Mitchell 2020,A Case for Using Hierarchical Linear Modeling in Exercise Science Research,Chitrini Tandon,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Mitchell 2020,A Case for Using Hierarchical Linear Modeling in Exercise Science Research,Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1798,Lohse 2020,Modeling Longitudinal Outcomes: A Contrast of Two Methods,Aaron Schwarz,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Lohse 2020,Modeling Longitudinal Outcomes: A Contrast of Two Methods,Julie Hubley,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Lohse 2020,Modeling Longitudinal Outcomes: A Contrast of Two Methods,Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1797,Fears 2020,Using Head-Mounted Eye-Tracking to Study Handwriting Development,Maryanne Vinh,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Fears 2020,Using Head-Mounted Eye-Tracking to Study Handwriting Development,Gianna Jeyarajan,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Fears 2020,Using Head-Mounted Eye-Tracking to Study Handwriting Development,Consensus,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Wunsch 2019,A Systematic Review of the End-State Comfort Effect in Normally Developing Children and in Children With Developmental Disorders,Chitrini Tandon,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Wunsch 2019,A Systematic Review of the End-State Comfort Effect in Normally Developing Children and in Children With Developmental Disorders,Julie Hubley,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Wunsch 2019,A Systematic Review of the End-State Comfort Effect in Normally Developing Children and in Children With Developmental Disorders,Consensus,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Drews 2019,Children's Motor Skill Learning is Influenced by Their Conceptions of Ability,Hugh Brooks,Yes,No,No,"The present study investigated the effects of different ability conceptions on motor skills learning in 6-, 10-, and 14-year-old children. ","Older participants generally had higher accuracy scores than younger participants. Importantly, instructions emphasizing the learnability of the skill resulted in greater throwing accuracy on the retention test than did those implying an underlying inherent ability. ",Yes,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Drews 2019,Children's Motor Skill Learning is Influenced by Their Conceptions of Ability,Maryanne Vinh,Yes,No,No,"The present study investigated the effects of different ability conceptions on motor skills learning in 6-, 10-, and 14-year-old children. In each age group, different groups were given either inherent-ability or acquirable-skill instructions before they began practicing a throwing task.",The present findings demonstrate the importance of ability conceptions for motor learning in children and adolescents. They also add to the mounting evidence of moti-vational influences on motor skill learning.,Yes,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Drews 2019,Children's Motor Skill Learning is Influenced by Their Conceptions of Ability,Consensus,Yes,No,No,"The present study investigated the effects of different ability conceptions on motor skills learning in 6-, 10-, and 14-year-old children. In each age group, different groups were given either inherent-ability or acquirable-skill instructions before they began practicing a throwing task.","Older participants generally had higher accuracy scores than younger participants. Importantly, instructions emphasizing the learnability of the skill resulted in greater throwing accuracy on the retention test than did those implying an underlying inherent ability. ",Yes,40, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1794,Becker 2019,Considering a Holistic Focus of Attention as an Alternative to an External Focus,Gianna Jeyarajan,Yes,No,No,We hypothesized that an external focus and a holistic focus wouldboth result in longer jumps than an internal focus by avoiding conscious control ofspecific movement effectors. ,"Results indicated a significant main effect of focus (p<.001),with EXT and HOL resulting in farther jumps than INT and baseline conditions(p-values<.05). ",Yes,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Becker 2019,Considering a Holistic Focus of Attention as an Alternative to an External Focus,Julie Hubley,Yes,No,No,"The purpose of this study was to determine how an internal focus (INT), external focus
(EXT), and holistic focus (HOL) impact the performance of a standing long jump.",The main hypothesis of the study was confirmed. Both an external focus anda holistic focus resulted in jumps that were significantly farther than an internal focus and the baseline condition.,Yes,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Becker 2019,Considering a Holistic Focus of Attention as an Alternative to an External Focus,Consensus,Yes,No,No,We hypothesized that an external focus and a holistic focus wouldboth result in longer jumps than an internal focus by avoiding conscious control ofspecific movement effectors. ,"Results indicated a significant main effect of focus (p<.001),with EXT and HOL resulting in farther jumps than INT and baseline conditions(p-values<.05). ",Yes,27, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1793,Bolger 2019,The Effectiveness of Two Interventions on Fundamental Movement Skill Proficiency Among a Cohort of Irish Primary School Children,Gianna Jeyarajan,Yes,No,No,This study examined the effectiveness of a physical activity (Year 1) and amulticomponent fundamental movement skill (FMS) (Year 2) intervention onprimary school children’s FMS proficiency. ,"Following Year 1, the interventiongroup significantly improved locomotor proficiency (p<.05), with no changes inobject-control or overall proficiency. No group-time interactions were found.Following Year 2, the intervention group significantly improved locomotor,object-control, and overall proficiency (p<.001). Group-time interaction effectswere found for both subsets and overall FMS in favor of the intervention group(p<.001).",Yes,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
